"playernum","Game","whyplay","Weekly_Hours","Gender","Age","Work","Degree","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Residence_ISO3","motivation","occupation","styleofplay"
162,"Other","relaxing",17,"Male",39,"Employed","Bachelor (or equivalent)","Sweden","Multiplayer - online - with online acquaintances or teammates",1,24,9,"SWE","relaxing","Employed","Multiplayer - online - with online acquaintances or teammates"
163,"League of Legends","improving",30,"Male",25,"Student at college / university","Bachelor (or equivalent)","Germany","Multiplayer - online - with real life friends",4,21,2,"DEU","improving","Student","Multiplayer - online - with real life friends"
164,"Starcraft 2","improving",20,"Male",21,"Student at college / university","Master (or equivalent)","Denmark","Multiplayer - online - with strangers",11,14,23,"DNK","improving","Student","Multiplayer - online - with strangers"
165,"League of Legends","improving",15,"Male",19,"Employed","High school diploma (or equivalent)","Sweden","Multiplayer - online - with online acquaintances or teammates",3,8,NA,"SWE","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
166,"Starcraft 2","improving",45,"Male",25,"Employed","High school diploma (or equivalent)","UK","Multiplayer - online - with strangers",9,22,23,"GBR","improving","Employed","Multiplayer - online - with strangers"
167,"League of Legends","having fun",12,"Male",18,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with strangers",0,28,1,"CAN","having fun","Student","Multiplayer - online - with strangers"
168,"Starcraft 2","improving",11,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",3,23,10,"USA","improving","Student","Multiplayer - online - with strangers"
169,"League of Legends","improving",29,"Male",20,"Student at college / university","High school diploma (or equivalent)","China","Multiplayer - online - with strangers",7,15,41,"CHN","improving","Student","Multiplayer - online - with strangers"
170,"League of Legends","having fun",15,"Male",18,"Student at school","High school diploma (or equivalent)","Canada","Multiplayer - online - with online acquaintances or teammates",3,21,NA,"CAN","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
171,"League of Legends","having fun",30,"Male",23,"Student at college / university","Bachelor (or equivalent)","Germany","Multiplayer - online - with real life friends",4,30,8,"DEU","having fun","Student","Multiplayer - online - with real life friends"
173,"League of Legends","improving",20,"Male",29,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with real life friends",3,33,8,"GBR","improving","Employed","Multiplayer - online - with real life friends"
174,"Starcraft 2","improving",70,"Male",22,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with strangers",1,21,18,"NLD","improving","Student","Multiplayer - online - with strangers"
175,"Starcraft 2","improving",35,"Male",29,"Employed","Master (or equivalent)","France","Multiplayer - online - with online acquaintances or teammates",1,25,12,"FRA","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
176,"League of Legends","winning",23,"Male",18,"Student at school","None","Canada","Multiplayer - online - with real life friends",9,20,22,"CAN","winning","Student","Multiplayer - online - with real life friends"
177,"League of Legends","improving",50,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",4,17,26,"USA","improving","Student","Multiplayer - online - with real life friends"
178,"League of Legends","having fun",28,"Male",25,"Unemployed / between jobs","Bachelor (or equivalent)","UK","Multiplayer - online - with strangers",14,13,8,"GBR","having fun","Unemployed","Multiplayer - online - with strangers"
179,"League of Legends","relaxing",41,"Male",21,"Student at college / university","Bachelor (or equivalent)","Portugal","Multiplayer - online - with real life friends",3,17,48,"PRT","relaxing","Student","Multiplayer - online - with real life friends"
180,"League of Legends","improving",7,"Male",19,"Student at college / university","None","Unknown","Multiplayer - online - with real life friends",5,18,9,NA,"improving","Student","Multiplayer - online - with real life friends"
181,"League of Legends","improving",40,"Male",21,"Student at college / university","Bachelor (or equivalent)","Germany","Multiplayer - online - with real life friends",1,29,19,"DEU","improving","Student","Multiplayer - online - with real life friends"
182,"Destiny","having fun",15,"Male",29,"Employed","Ph.D., Psy. D., MD (or equivalent)","UK","Multiplayer - online - with strangers",10,17,38,"GBR","having fun","Employed","Multiplayer - online - with strangers"
183,"League of Legends","having fun",22,"Female",20,"Student at college / university","High school diploma (or equivalent)","Denmark","Multiplayer - online - with online acquaintances or teammates",6,17,34,"DNK","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
184,"League of Legends","improving",76,"Male",19,"Student at college / university","High school diploma (or equivalent)","Serbia","Singleplayer",2,13,4,"SRB","improving","Student","Singleplayer"
185,"League of Legends","all of the above",43,"Male",18,"Student at school","High school diploma (or equivalent)","Sweden","Multiplayer - online - with online acquaintances or teammates",11,12,26,"SWE","Other","Student","Multiplayer - online - with online acquaintances or teammates"
186,"Starcraft 2","improving",19,"Male",29,"Employed","Ph.D., Psy. D., MD (or equivalent)","Switzerland","Multiplayer - online - with strangers",0,31,0,"CHE","improving","Employed","Multiplayer - online - with strangers"
187,"League of Legends","improving",12,"Male",21,"Student at college / university","Bachelor (or equivalent)","Morocco","Multiplayer - online - with strangers",12,11,32,"MAR","improving","Student","Multiplayer - online - with strangers"
188,"League of Legends","improving",14,"Male",23,"Employed","Master (or equivalent)","USA","Multiplayer - online - with real life friends",0,12,5,"USA","improving","Employed","Multiplayer - online - with real life friends"
189,"League of Legends","having fun",36,"Male",19,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",1,15,21,"USA","having fun","Unemployed","Multiplayer - online - with online acquaintances or teammates"
190,"Starcraft 2","winning",16,"Male",29,"Employed","High school diploma (or equivalent)","Australia","watching",7,12,26,"AUS","winning","Employed","Other"
191,"League of Legends","having fun",43,"Male",21,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",0,9,19,"USA","having fun","Unemployed","Multiplayer - online - with online acquaintances or teammates"
192,"League of Legends","having fun",25,"Male",18,"Student at school","None","France"," Multiplayer - online - with online acquaintances or teammates and with real life friends",8,17,51,"FRA","having fun","Student","Other"
194,"League of Legends","improving",60,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",8,25,21,"USA","improving","Student","Multiplayer - online - with real life friends"
195,"League of Legends","improving",25,"Male",18,"Student at school","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",4,22,12,"DEU","improving","Student","Multiplayer - online - with real life friends"
197,"League of Legends","improving",17,"Male",31,"Employed","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with strangers",2,25,11,"NLD","improving","Employed","Multiplayer - online - with strangers"
198,"Starcraft 2","improving",35,"Male",25,"Student at college / university","Master (or equivalent)","Sweden","Multiplayer - online - with strangers",0,35,2,"SWE","improving","Student","Multiplayer - online - with strangers"
199,"Other","improving",13,"Male",25,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",8,21,35,"USA","improving","Employed","Multiplayer - online - with strangers"
200,"League of Legends","having fun",40,"Male",19,"Student at college / university","Bachelor (or equivalent)","Poland","Multiplayer - online - with strangers",19,15,28,"POL","having fun","Student","Multiplayer - online - with strangers"
201,"League of Legends","improving",12,"Male",24,"Employed","Bachelor (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",8,18,17,"DEU","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
202,"Starcraft 2","improving",12,"Male",26,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",0,24,9,"USA","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
203,"League of Legends","improving",22,"Male",18,"Student at school","None","USA","Multiplayer - online - with strangers",0,17,1,"USA","improving","Student","Multiplayer - online - with strangers"
204,"Starcraft 2","improving",35,"Male",18,"Unemployed / between jobs","High school diploma (or equivalent)","UK","Multiplayer - online - with strangers",6,27,23,"GBR","improving","Unemployed","Multiplayer - online - with strangers"
205,"League of Legends","improving",50,"Male",25,"Student at college / university","Bachelor (or equivalent)","Australia","Multiplayer - online - with online acquaintances or teammates",0,17,7,"AUS","improving","Student","Multiplayer - online - with online acquaintances or teammates"
